job_title,level,min_salary,max_salary,min_exp,max_exp,job_description,soft_skill,hard_skill,interest,education,job_category,job_id
Orchard Manager,Journey,45000,70000,2,8,Manages fruit tree cultivation and harvest operations.,Time Management|Problem Solving|Communication|Leadership|Attention to Detail,Operations Management|Quality Control|Environmental Management|Project Management|Inventory Management,Fruit Growing|Gardening|Outdoor Activities|Harvest Planning,Bachelor's in Horticulture|Bachelor's in Agriculture,Agriculture,Transportation
Agricultural Drone Operator,Entry,35000,60000,1,5,Uses drones for crop monitoring and precision farming.,Technical Understanding|Attention to Detail|Analytical Thinking|Communication|Learning Agility,GIS|Data Analysis|Quality Control|Remote Sensing|Project Management,Drone Technology|Technology|Photography|Agricultural Science,Certificate in Drone Technology|Bachelor's in Agriculture,Agriculture,Transportation
Elementary School Teacher,Mid,45000,75000,2,10,"Teaches core subjects like math, reading, and science to young students, fostering foundational learning and social skills in a classroom setting.",Communication|Empathy|Patience|Creativity|Classroom Management,Curriculum Development|Classroom Technology|Lesson Planning,Education|Teaching Methodology|Learning Design|Creativity,Bachelor's in Education|Master's in Education,Education,Transportation
High School Teacher,Mid,50000,85000,3,12,"Instructs teenagers in specialized subjects such as history, biology, or literature, preparing them for higher education or careers.",Communication|Presentation Skills|Adaptability|Critical Thinking|Mentoring,Subject Matter Expertise|Lesson Planning|Educational Software,Education|Subject Specialization|Learning & Development|Knowledge Management,Bachelor's in Education|Master's in Education|Subject-Specific Bachelor's,Education,Transportation
Preschool Teacher,Junior,30000,50000,0,5,"Guides early childhood development through play-based learning, helping children build social, emotional, and cognitive skills.",Empathy|Patience|Creativity|Communication|Team Leadership,Early Childhood Education|Classroom Management Software|Activity Planning,Early Childhood Education|Learning Experience|Creativity|Child Development,Bachelor's in Early Childhood Education|Associate's in Education,Education,Transportation
Special Education Teacher,Mid,55000,90000,3,15,"Works with students who have disabilities, adapting lessons to meet individual needs and collaborating with parents and specialists.",Empathy|Adaptability|Patience|Problem Solving|Communication,Individualized Education Plans|Assistive Technology|Behavioral Assessment,Education|Special Needs Education|Learning Psychology|Empathy,Bachelor's in Special Education|Master's in Special Education,Education,Transportation
School Counselor,Mid,50000,80000,2,10,"Supports students’ emotional and academic growth, offering guidance on career paths, personal issues, and college applications.",Empathy|Listening|Communication|Conflict Resolution|Decision Making,Counseling Techniques|Data Analysis|Career Assessment Tools,Education|Counseling|Psychology|Mental Health,Master's in School Counseling|Bachelor's in Psychology,Education,Transportation
Academic Advisor,Mid,45000,75000,2,8,"Assists college students in selecting courses, majors, and career goals, ensuring academic success and timely graduation.",Communication|Listening|Problem Solving|Relationship Building|Time Management,Student Information Systems|Data Analysis|Academic Planning Tools,Education|Student Success|Career Development|Learning & Development,Bachelor's in Education|Master's in Education|Master's in Counseling,Education,Transportation
Education Administrator,Senior,80000,130000,5,20,"Oversees school operations, manages staff, develops curricula, and ensures compliance with educational standards.",Leadership|Strategic Thinking|Decision Making|Stakeholder Management|Communication,Educational Policy|Budgeting|Project Management,Education|Leadership Development|Strategic Planning|Organizational Development,Master's in Education Administration|Bachelor's in Education|PhD in Education,Education,Transportation
Librarian,Mid,45000,70000,1,10,"Manages library resources, assists students and faculty with research, and promotes literacy and information access.",Organization|Communication|Attention to Detail|Customer Relations|Research,Library Management Systems|Cataloging|Research Databases,Education|Knowledge Management|Research|Information Design,Master's in Library Science|Bachelor's in Education,Education,Transportation
Teaching Assistant,Junior,25000,40000,0,5,"Supports teachers by preparing materials, grading assignments, and providing one-on-one student assistance.",Communication|Team Leadership|Patience|Organization|Adaptability,Lesson Support|Educational Software|Data Entry,Education|Teaching Methodology|Learning Support|Teamwork,Associate's in Education|Bachelor's in Education,Education,Transportation
Instructional Designer,Mid,60000,95000,3,12,"Creates educational content and courses, often for online platforms, blending pedagogy with technology.",Creativity|Communication|Analytical Thinking|Problem Solving|Technical Understanding,Learning Management Systems|Instructional Design Software|Multimedia Development,Educational Technology|Instructional Design|Learning Design|Technology,Master's in Instructional Design|Bachelor's in Education|Master's in Educational Technology,Education,Transportation
Social Worker,Mid,50000,80000,2,10,"Helps individuals and families navigate challenges like poverty, abuse, or mental health issues through counseling and resource connection.",Empathy|Communication|Problem Solving|Relationship Building|Confidentiality,Case Management Software|Data Analysis|Social Work Documentation,Social Impact|Mental Health|Community Development|Human Services,Bachelor's in Social Work|Master's in Social Work,Social Services,Transportation
Clinical Social Worker,Senior,65000,110000,5,15,"Provides therapy and mental health support, diagnosing and treating emotional and behavioral disorders.",Empathy|Listening|Conflict Resolution|Critical Thinking|Confidentiality,Therapy Techniques|Mental Health Assessment|Electronic Health Records,Mental Health|Psychology|Healthcare|Therapeutic Practices,Master's in Social Work|Bachelor's in Psychology,Social Services,Transportation
Child Welfare Specialist,Mid,45000,75000,2,10,"Protects children from neglect or abuse, coordinating with families, courts, and agencies to ensure safety.",Empathy|Communication|Decision Making|Problem Solving|Ethics,Child Protection Systems|Legal Research|Data Analysis,Child Welfare|Social Impact|Community Development|Psychology,Bachelor's in Social Work|Master's in Social Work,Social Services,Transportation
Community Outreach Coordinator,Mid,40000,65000,1,8,"Builds partnerships and programs to address community needs, such as housing or health services.",Relationship Building|Communication|Team Leadership|Adaptability|Persuasion,Program Development|CRM|Event Planning,Community Development|Social Impact|Relationship Building|Public Engagement,Bachelor's in Social Work|Bachelor's in Communications,Social Services,Transportation
Case Manager,Mid,45000,70000,2,10,"Coordinates care and services for clients, ensuring they receive necessary support like healthcare or housing.",Organization|Communication|Empathy|Time Management|Problem Solving,Case Management Software|Data Analysis|Resource Coordination,Social Impact|Human Services|Case Management|Community Development,Bachelor's in Social Work|Bachelor's in Human Services,Social Services,Transportation
Youth Counselor,Junior,35000,55000,1,7,"Guides at-risk youth through mentoring and programs, addressing behavioral and emotional challenges.",Empathy|Listening|Communication|Conflict Resolution|Patience,Behavioral Intervention|Counseling Techniques|Data Tracking,Youth Development|Mental Health|Psychology|Education,Bachelor's in Psychology|Master's in Counseling,Social Services,Transportation
Substance Abuse Counselor,Mid,45000,75000,2,10,"Supports individuals recovering from addiction through therapy, education, and relapse prevention strategies.",Empathy|Communication|Listening|Persuasion|Confidentiality,Addiction Treatment Methods|Counseling Software|Data Analysis,Mental Health|Addiction Recovery|Healthcare|Psychology,Master's in Counseling|Bachelor's in Psychology,Social Services,Transportation
Family Therapist,Senior,70000,120000,5,15,"Provides counseling to families, addressing relational conflicts, parenting issues, and emotional well-being.",Empathy|Conflict Resolution|Communication|Listening|Critical Thinking,Therapy Techniques|Family Systems Analysis|Mental Health Documentation,Mental Health|Family Dynamics|Psychology|Healthcare,Master's in Marriage and Family Therapy|Bachelor's in Psychology,Social Services,Transportation
Mental Health Counselor,Mid,50000,85000,3,12,"Offers therapy to individuals with mental health conditions, helping them cope and improve quality of life.",Empathy|Listening|Communication|Problem Solving|Confidentiality,Mental Health Assessment|Therapy Techniques|Electronic Health Records,Mental Health|Psychology|Counseling|Wellness,Master's in Counseling|Bachelor's in Psychology,Social Services,Transportation
Social Service Manager,Senior,75000,125000,5,20,"Oversees social service programs, manages staff, and ensures effective delivery of community support.",Leadership|Strategic Thinking|Team Leadership|Stakeholder Management|Decision Making,Program Management|Budgeting|Data Analysis|Project Management,Social Impact|Nonprofit Management|Leadership Development|Strategic Planning,Master's in Social Work|Bachelor's in Social Work|Master's in Public Administration,Social Services,Transportation
Adult Education Instructor,Mid,45000,70000,2,10,"Teaches adults basic skills, literacy, or vocational training to enhance employability and personal growth.",Communication|Presentation Skills|Adaptability|Creativity|Mentoring,Adult Learning Theory|Educational Software|Lesson Planning,Adult Education|Learning & Development|Education|Teaching Methodology,Bachelor's in Education|Master's in Adult Education,Education,Transportation
Career Counselor,Mid,50000,80000,2,10,"Advises clients on career paths, job searches, and skill development, often in schools or employment agencies.",Communication|Listening|Relationship Building|Decision Making|Problem Solving,Career Assessment Tools|Data Analysis|Resume Development,Career Development|Education|Psychology|Human Resources,Master's in Counseling|Bachelor's in Psychology,Education,Transportation
School Principal,Senior,90000,150000,8,25,"Leads a school, setting educational goals, managing budgets, and overseeing staff and student performance.",Leadership|Strategic Thinking|Decision Making|Stakeholder Management|Communication|Vision,Educational Leadership|Budgeting|School Management Software,Education|Leadership Development|Strategic Planning|Team Management,Master's in Education Administration|Bachelor's in Education|PhD in Education,Education,Transportation
