job_id,job_title,job_category,level,min_salary,max_salary,min_exp,max_exp,soft_skill,hard_skill,interest,education
397,Script Writer,Creative,Mid,45000,70000,2,5,Creativity|Communication|Storytelling|Attention to Detail|Problem Solving|Research|Adaptability,Shell Scripting|Storyboarding|Storyboarding|Conversational AI|Storyboarding|Typography,Programming|Film|Cinema|Storytelling|Creative Writing,Bachelor's in Film Production|Bachelor's in Film Production|Bachelor's in Fine Arts
398,Construction Estimator,Business,Mid,50000,80000,3,7,Analytical Thinking|Attention to Detail|Problem Solving|Communication|Technical Understanding|Mathematical Aptitude|Organization,Budget Analysis|Copywriting|Construction Management|Inventory Management|Market Analysis|Project Management,Project Management|Project Management|Design|Mathematics|Project Management,Bachelor's in Project Management|Bachelor's in Civil Engineering|Associate's in Information Technology
399,Game UI Designer,Technology,Mid,50000,80000,2,6,Creativity|Technical Understanding|Problem Solving|Communication|Attention to Detail|User Empathy|Game Understanding,UI Design|User Research|UI Design|Solidity|Animation|Prototyping,User Interface|Game Development|User Experience|Interactive Design|Game Development,Bachelor's in Game Development|Bachelor's in User Experience|Bachelor's in Interactive Media
400,Music Supervisor,Creative,Mid,50000,80000,3,7,Creativity|Communication|Technical Understanding|Problem Solving|Industry Knowledge|Attention to Detail|Organization,Sound Design|Sound Design|Copywriting|Video Editing|Illustration|Project Management,Training & Development|Film|Cinema|Digital Content|Theater,Bachelor's in Music|Bachelor's in Film Production|Bachelor's in Music
401,Safety Manager,Business,Mid,55000,85000,3,7,Attention to Detail|Communication|Problem Solving|Leadership|Technical Understanding|Organization|Ethics,Risk Management|Regulatory Compliance|Risk Assessment|Model Training|Incident Response|Urban Planning,Risk Management|Healthcare|Risk Management|Workplace Training|Health Policy,Bachelor's in Operations Management|Bachelor's in Environmental Science|Bachelor's in Industrial Design
402,Cinematographer,Creative,Mid,50000,80000,3,7,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Visual Thinking|Adaptability,Photography|Photography|Photography|Solidity|Storyboarding|Color Theory,Film|Film|Visual Storytelling|Photography|Design,Bachelor's in Film Production|Bachelor's in Film Production|Bachelor's in Digital Media
403,IT Service Delivery Manager,Technology,Mid,60000,90000,3,7,Leadership|Communication|Problem Solving|Organization|Technical Understanding|Attention to Detail|Decision Making,Operations Management|ETL|Service Mesh|Incident Response|Scrum|Process Improvement,IT Infrastructure|Business Operations|Customer Service|Technical Communication|Customer Experience,Bachelor's in Information Technology|Bachelor's in IT Infrastructure|Bachelor's in Computer Science
404,Grant Writer,Business,Mid,45000,70000,2,5,Communication|Research|Attention to Detail|Storytelling|Problem Solving|Organization|Persuasion,Benefits Administration|User Research|Requirements Gathering|Budgeting|Project Management|Stakeholder Management,Creative Writing|Nonprofit Management|Philanthropy|Project Management|Social Impact,Bachelor's in English|Bachelor's in Management|Bachelor's in Communications
405,Quantum Information Scientist,Technology,Senior,80000,125000,5,10,Research|Analytical Thinking|Problem Solving|Technical Understanding|Communication|Critical Thinking|Mathematical Aptitude,Cryptography|Cryptography|Data Modeling|User Research|AI Algorithms|Copywriting,Quantum Physics|Quantum Computing|Theoretical Physics|Information Design|Scientific Research,PhD in Physics|PhD in Physics|Master's in Physics
406,Event Photographer,Creative,Mid,35000,60000,1,5,Creativity|Communication|Technical Understanding|Problem Solving|Adaptability|Time Management,Photography|Google Analytics|Photography|Photography|Employee Relations|Photography,Photography|Photography|Storytelling|Photography|Visual Storytelling,Bachelor's in Photography|Associate's in Photography|Bachelor's in Graphic Design
407,Logistics Analyst,Business,Mid,45000,70000,2,5,Analytical Thinking|Problem Solving|Communication|Attention to Detail|Organization|Technical Understanding,Logistics|Supply Chain Management|Logistics|Inventory Management|Data Analysis|Forecasting,Supply Chain|Supply Chain|Infrastructure|Supply Chain|Statistics,Bachelor's in Supply Chain Management|Bachelor's in Supply Chain Management|Bachelor's in Business Administration
408,Asset Manager,Business,Senior,70000,105000,4,8,Analytical Thinking|Strategic Thinking|Communication|Problem Solving|Attention to Detail|Decision Making|Leadership,Portfolio Management|Investment Analysis|Portfolio Management|Financial Analysis|Risk Assessment|Employee Relations,Investment Management|Investment Management|Financial Markets|Business Strategy|Investment Management,Master's in Finance|Bachelor's in Finance|Certificate in Digital Marketing
409,Data Security Analyst,Technology,Mid,60000,90000,3,7,Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Research|Safety Consciousness,Cloud Security|Security Architecture|Vulnerability Assessment|Cryptography|Access Control|Security Compliance,Data Protection|Information Security|Cybersecurity|Security|Data Protection,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science
410,Marketing Operations Manager,Business,Mid,55000,85000,3,7,Organization|Communication|Problem Solving|Analytical Thinking|Technical Understanding|Leadership|Strategic Thinking,Digital Marketing|Marketing Automation|Campaign Management|Analytics|Process Improvement|Digital Marketing,Marketing|Marketing|Marketing Analytics|Process Improvement|Marketing Strategy,Bachelor's in Marketing|Bachelor's in Business Administration|Bachelor's in Marketing
411,Trade Marketing Specialist,Business,Mid,45000,70000,2,5,Communication|Creativity|Analytical Thinking|Problem Solving|Organization|Relationship Building|Attention to Detail,Digital Marketing|Retail Operations|Strategic Planning|Project Management|Brand Messaging|Merchandising,Marketing|Marketing|Marketing|Database Management|Brand Management,Bachelor's in Marketing|Bachelor's in Marketing|Bachelor's in Business Administration
412,Virtual Reality Experience Designer,Technology,Mid,55000,85000,2,6,Creativity|Technical Understanding|Problem Solving|Spatial Thinking|Communication|User Empathy|Attention to Detail,UX Design|3D Modeling|UI Design|User Research|Solidity|Computer Vision,3D Graphics|User Experience|Design|Interactive Design|Digital Media,Bachelor's in Industrial Design|Bachelor's in Game Development|Master's in User Experience
413,Mural Artist,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Performance,Illustration|Photography|UX Design|Color Theory|Employee Relations|Data Analysis,Art|Art|Visual Art|Art|Design,Bachelor's in Fine Arts|Bachelor's in Fine Arts|Associate's in Graphic Design
414,Hotel Revenue Manager,Business,Mid,55000,85000,3,7,Analytical Thinking|Strategic Thinking|Communication|Problem Solving|Attention to Detail|Decision Making|Industry Knowledge,Accounting|Brand Strategy|Forecasting|Market Analysis|Performance Management|Digital Marketing,Accounting|Marketing|Marketing Strategy|Management Consulting|Enterprise Analytics,Bachelor's in Hospitality Management|Bachelor's in Management|Bachelor's in Business Administration
415,Immersive Technology Engineer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Creativity|Communication|Spatial Thinking|Attention to Detail|User Empathy,Motion Graphics|Video Editing|3D Modeling|Security Monitoring|UI Design|Solidity,Computer Graphics|3D Graphics|Scientific Computing|User Experience|Interactive Design,Bachelor's in Computer Science|Bachelor's in Interactive Media|Master's in User Experience
